"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Barcelona 09H - Cap Sant Andreu","Demogràfic","Població assignada de 0-14 anys (n)",1411,1338,2749,563490,531360,1094850
"Barcelona 09H - Cap Sant Andreu","Demogràfic","Població assignada de 15-54 anys (n)",7697,7706,15403,2090135,2009939,4100074
"Barcelona 09H - Cap Sant Andreu","Demogràfic","Població assignada de 55-64 anys (n)",1968,2414,4382,485653,501618,987271
"Barcelona 09H - Cap Sant Andreu","Demogràfic","Població assignada de 65 anys o més (n)",3276,4484,7760,631736,839322,1471058
"Barcelona 09H - Cap Sant Andreu","Demogràfic","Població assignada total (n)",14352,15942,30294,3771014,3882239,7653253
"Barcelona 09I - Cap Casernes","Demogràfic","Població assignada de 0-14 anys (n)",2258,2134,4392,563490,531360,1094850
"Barcelona 09I - Cap Casernes","Demogràfic","Població assignada de 15-54 anys (n)",6582,6811,13393,2090135,2009939,4100074
"Barcelona 09I - Cap Casernes","Demogràfic","Població assignada de 55-64 anys (n)",1507,1632,3139,485653,501618,987271
"Barcelona 09I - Cap Casernes","Demogràfic","Població assignada de 65 anys o més (n)",2157,3020,5177,631736,839322,1471058
"Barcelona 09I - Cap Casernes","Demogràfic","Població assignada total (n)",12504,13597,26101,3771014,3882239,7653253
"Barcelona 10A - Vila Olímpica","Demogràfic","Població assignada de 0-14 anys (n)",2082,1902,3984,563490,531360,1094850
"Barcelona 10A - Vila Olímpica","Demogràfic","Població assignada de 15-54 anys (n)",8861,8869,17730,2090135,2009939,4100074
"Barcelona 10A - Vila Olímpica","Demogràfic","Població assignada de 55-64 anys (n)",2151,2267,4418,485653,501618,987271
"Barcelona 10A - Vila Olímpica","Demogràfic","Població assignada de 65 anys o més (n)",2420,3231,5651,631736,839322,1471058
"Barcelona 10A - Vila Olímpica","Demogràfic","Població assignada total (n)",15514,16269,31783,3771014,3882239,7653253
"Barcelona 10B - Ramon Turró","Demogràfic","Població assignada de 0-14 anys (n)",2484,2298,4782,563490,531360,1094850
"Barcelona 10B - Ramon Turró","Demogràfic","Població assignada de 15-54 anys (n)",8547,8686,17233,2090135,2009939,4100074
"Barcelona 10B - Ramon Turró","Demogràfic","Població assignada de 55-64 anys (n)",1855,1861,3716,485653,501618,987271
"Barcelona 10B - Ramon Turró","Demogràfic","Població assignada de 65 anys o més (n)",2010,2748,4758,631736,839322,1471058
"Barcelona 10B - Ramon Turró","Demogràfic","Població assignada total (n)",14896,15593,30489,3771014,3882239,7653253
"Barcelona 10C - Poble Nou","Demogràfic","Població assignada de 0-14 anys (n)",2063,1908,3971,563490,531360,1094850
"Barcelona 10C - Poble Nou","Demogràfic","Població assignada de 15-54 anys (n)",7306,7467,14773,2090135,2009939,4100074
"Barcelona 10C - Poble Nou","Demogràfic","Població assignada de 55-64 anys (n)",1499,1608,3107,485653,501618,987271
"Barcelona 10C - Poble Nou","Demogràfic","Població assignada de 65 anys o més (n)",1708,2428,4136,631736,839322,1471058
"Barcelona 10C - Poble Nou","Demogràfic","Població assignada total (n)",12576,13411,25987,3771014,3882239,7653253
"Barcelona 10D - Besòs","Demogràfic","Població assignada de 0-14 anys (n)",1809,1674,3483,563490,531360,1094850
"Barcelona 10D - Besòs","Demogràfic","Població assignada de 15-54 anys (n)",8236,6368,14604,2090135,2009939,4100074
"Barcelona 10D - Besòs","Demogràfic","Població assignada de 55-64 anys (n)",1640,1737,3377,485653,501618,987271
"Barcelona 10D - Besòs","Demogràfic","Població assignada de 65 anys o més (n)",1972,2724,4696,631736,839322,1471058
"Barcelona 10D - Besòs","Demogràfic","Població assignada total (n)",13657,12503,26160,3771014,3882239,7653253
"Barcelona 10E - Encants","Demogràfic","Població assignada de 0-14 anys (n)",988,922,1910,563490,531360,1094850
"Barcelona 10E - Encants","Demogràfic","Població assignada de 15-54 anys (n)",4355,4313,8668,2090135,2009939,4100074
"Barcelona 10E - Encants","Demogràfic","Població assignada de 55-64 anys (n)",1010,1185,2195,485653,501618,987271
"Barcelona 10E - Encants","Demogràfic","Població assignada de 65 anys o més (n)",1571,2358,3929,631736,839322,1471058
"Barcelona 10E - Encants","Demogràfic","Població assignada total (n)",7924,8778,16702,3771014,3882239,7653253
"Barcelona 10F - Camp de l'Arpa","Demogràfic","Població assignada de 0-14 anys (n)",1505,1415,2920,563490,531360,1094850
"Barcelona 10F - Camp de l'Arpa","Demogràfic","Població assignada de 15-54 anys (n)",6199,6557,12756,2090135,2009939,4100074
"Barcelona 10F - Camp de l'Arpa","Demogràfic","Població assignada de 55-64 anys (n)",1360,1600,2960,485653,501618,987271
"Barcelona 10F - Camp de l'Arpa","Demogràfic","Població assignada de 65 anys o més (n)",2164,3174,5338,631736,839322,1471058
"Barcelona 10F - Camp de l'Arpa","Demogràfic","Població assignada total (n)",11228,12746,23974,3771014,3882239,7653253
"Barcelona 10G - El Clot","Demogràfic","Població assignada de 0-14 anys (n)",1999,1816,3815,563490,531360,1094850
"Barcelona 10G - El Clot","Demogràfic","Població assignada de 15-54 anys (n)",7327,7210,14537,2090135,2009939,4100074
"Barcelona 10G - El Clot","Demogràfic","Població assignada de 55-64 anys (n)",1623,1917,3540,485653,501618,987271
"Barcelona 10G - El Clot","Demogràfic","Població assignada de 65 anys o més (n)",2138,2977,5115,631736,839322,1471058
"Barcelona 10G - El Clot","Demogràfic","Població assignada total (n)",13087,13920,27007,3771014,3882239,7653253
"Barcelona 10H - Sant Martí","Demogràfic","Població assignada de 0-14 anys (n)",625,636,1261,563490,531360,1094850
"Barcelona 10H - Sant Martí","Demogràfic","Població assignada de 15-54 anys (n)",4675,4744,9419,2090135,2009939,4100074
"Barcelona 10H - Sant Martí","Demogràfic","Població assignada de 55-64 anys (n)",1136,1265,2401,485653,501618,987271
"Barcelona 10H - Sant Martí","Demogràfic","Població assignada de 65 anys o més (n)",2039,3002,5041,631736,839322,1471058
"Barcelona 10H - Sant Martí","Demogràfic","Població assignada total (n)",8475,9647,18122,3771014,3882239,7653253
"Barcelona 10I - La Pau","Demogràfic","Població assignada de 0-14 anys (n)",852,782,1634,563490,531360,1094850
"Barcelona 10I - La Pau","Demogràfic","Població assignada de 15-54 anys (n)",3664,3621,7285,2090135,2009939,4100074
"Barcelona 10I - La Pau","Demogràfic","Població assignada de 55-64 anys (n)",857,931,1788,485653,501618,987271
"Barcelona 10I - La Pau","Demogràfic","Població assignada de 65 anys o més (n)",1195,1849,3044,631736,839322,1471058
"Barcelona 10I - La Pau","Demogràfic","Població assignada total (n)",6568,7183,13751,3771014,3882239,7653253
"Barcelona 10J - Verneda Sud","Demogràfic","Població assignada de 0-14 anys (n)",1254,1197,2451,563490,531360,1094850
"Barcelona 10J - Verneda Sud","Demogràfic","Població assignada de 15-54 anys (n)",5659,5660,11319,2090135,2009939,4100074
"Barcelona 10J - Verneda Sud","Demogràfic","Població assignada de 55-64 anys (n)",1481,1689,3170,485653,501618,987271
"Barcelona 10J - Verneda Sud","Demogràfic","Població assignada de 65 anys o més (n)",2213,3208,5421,631736,839322,1471058
"Barcelona 10J - Verneda Sud","Demogràfic","Població assignada total (n)",10607,11754,22361,3771014,3882239,7653253
"Bàscara","Demogràfic","Població assignada de 0-14 anys (n)",310,294,604,563490,531360,1094850
"Bàscara","Demogràfic","Població assignada de 15-54 anys (n)",1150,1020,2170,2090135,2009939,4100074
"Bàscara","Demogràfic","Població assignada de 55-64 anys (n)",370,311,681,485653,501618,987271
"Bàscara","Demogràfic","Població assignada de 65 anys o més (n)",488,540,1028,631736,839322,1471058
"Bàscara","Demogràfic","Població assignada total (n)",2318,2165,4483,3771014,3882239,7653253
"Begues - Pou Torre","Demogràfic","Població assignada de 0-14 anys (n)",615,596,1211,563490,531360,1094850
"Begues - Pou Torre","Demogràfic","Població assignada de 15-54 anys (n)",1977,1920,3897,2090135,2009939,4100074
"Begues - Pou Torre","Demogràfic","Població assignada de 55-64 anys (n)",499,489,988,485653,501618,987271
"Begues - Pou Torre","Demogràfic","Població assignada de 65 anys o més (n)",464,535,999,631736,839322,1471058
"Begues - Pou Torre","Demogràfic","Població assignada total (n)",3555,3540,7095,3771014,3882239,7653253
"Bellpuig","Demogràfic","Població assignada de 0-14 anys (n)",470,494,964,563490,531360,1094850
"Bellpuig","Demogràfic","Població assignada de 15-54 anys (n)",2023,1593,3616,2090135,2009939,4100074
"Bellpuig","Demogràfic","Població assignada de 55-64 anys (n)",541,421,962,485653,501618,987271
"Bellpuig","Demogràfic","Població assignada de 65 anys o més (n)",731,915,1646,631736,839322,1471058
"Bellpuig","Demogràfic","Població assignada total (n)",3765,3423,7188,3771014,3882239,7653253
"Berga Centre","Demogràfic","Població assignada de 0-14 anys (n)",1480,1291,2771,563490,531360,1094850
"Berga Centre","Demogràfic","Població assignada de 15-54 anys (n)",5334,4898,10232,2090135,2009939,4100074
"Berga Centre","Demogràfic","Població assignada de 55-64 anys (n)",1597,1552,3149,485653,501618,987271
"Berga Centre","Demogràfic","Població assignada de 65 anys o més (n)",2149,2750,4899,631736,839322,1471058
"Berga Centre","Demogràfic","Població assignada total (n)",10560,10491,21051,3771014,3882239,7653253
"Besalú","Demogràfic","Població assignada de 0-14 anys (n)",427,430,857,563490,531360,1094850
"Besalú","Demogràfic","Població assignada de 15-54 anys (n)",1452,1431,2883,2090135,2009939,4100074
"Besalú","Demogràfic","Població assignada de 55-64 anys (n)",459,394,853,485653,501618,987271
"Besalú","Demogràfic","Població assignada de 65 anys o més (n)",620,724,1344,631736,839322,1471058
"Besalú","Demogràfic","Població assignada total (n)",2958,2979,5937,3771014,3882239,7653253
"Blanes","Demogràfic","Població assignada de 0-14 anys (n)",2726,2544,5270,563490,531360,1094850
"Blanes","Demogràfic","Població assignada de 15-54 anys (n)",11048,10355,21403,2090135,2009939,4100074
"Blanes","Demogràfic","Població assignada de 55-64 anys (n)",2749,2826,5575,485653,501618,987271
"Blanes","Demogràfic","Població assignada de 65 anys o més (n)",3373,4338,7711,631736,839322,1471058
"Blanes","Demogràfic","Població assignada total (n)",19896,20063,39959,3771014,3882239,7653253
"Breda - Hostalric","Demogràfic","Població assignada de 0-14 anys (n)",950,904,1854,563490,531360,1094850
"Breda - Hostalric","Demogràfic","Població assignada de 15-54 anys (n)",3561,3252,6813,2090135,2009939,4100074
"Breda - Hostalric","Demogràfic","Població assignada de 55-64 anys (n)",875,835,1710,485653,501618,987271
"Breda - Hostalric","Demogràfic","Població assignada de 65 anys o més (n)",1110,1278,2388,631736,839322,1471058
"Breda - Hostalric","Demogràfic","Població assignada total (n)",6496,6269,12765,3771014,3882239,7653253
"Calaf","Demogràfic","Població assignada de 0-14 anys (n)",569,482,1051,563490,531360,1094850
"Calaf","Demogràfic","Població assignada de 15-54 anys (n)",1738,1463,3201,2090135,2009939,4100074
"Calaf","Demogràfic","Població assignada de 55-64 anys (n)",505,474,979,485653,501618,987271
"Calaf","Demogràfic","Població assignada de 65 anys o més (n)",703,809,1512,631736,839322,1471058
"Calaf","Demogràfic","Població assignada total (n)",3515,3228,6743,3771014,3882239,7653253
"Calafell","Demogràfic","Població assignada de 0-14 anys (n)",2162,2006,4168,563490,531360,1094850
"Calafell","Demogràfic","Població assignada de 15-54 anys (n)",7140,6958,14098,2090135,2009939,4100074
"Calafell","Demogràfic","Població assignada de 55-64 anys (n)",1673,1763,3436,485653,501618,987271
"Calafell","Demogràfic","Població assignada de 65 anys o més (n)",2503,3095,5598,631736,839322,1471058
"Calafell","Demogràfic","Població assignada total (n)",13478,13822,27300,3771014,3882239,7653253
"Caldes de Montbui","Demogràfic","Població assignada de 0-14 anys (n)",1799,1669,3468,563490,531360,1094850
"Caldes de Montbui","Demogràfic","Població assignada de 15-54 anys (n)",6806,6304,13110,2090135,2009939,4100074
"Caldes de Montbui","Demogràfic","Població assignada de 55-64 anys (n)",1660,1629,3289,485653,501618,987271
"Caldes de Montbui","Demogràfic","Població assignada de 65 anys o més (n)",1927,2530,4457,631736,839322,1471058
"Caldes de Montbui","Demogràfic","Població assignada total (n)",12192,12132,24324,3771014,3882239,7653253
"Calella","Demogràfic","Població assignada de 0-14 anys (n)",1339,1275,2614,563490,531360,1094850
"Calella","Demogràfic","Població assignada de 15-54 anys (n)",5093,4983,10076,2090135,2009939,4100074
"Calella","Demogràfic","Població assignada de 55-64 anys (n)",1328,1400,2728,485653,501618,987271
"Calella","Demogràfic","Població assignada de 65 anys o més (n)",1723,2455,4178,631736,839322,1471058
"Calella","Demogràfic","Població assignada total (n)",9483,10113,19596,3771014,3882239,7653253
"Cambrils","Demogràfic","Població assignada de 0-14 anys (n)",2862,2670,5532,563490,531360,1094850
"Cambrils","Demogràfic","Població assignada de 15-54 anys (n)",9187,9437,18624,2090135,2009939,4100074
"Cambrils","Demogràfic","Població assignada de 55-64 anys (n)",2104,2129,4233,485653,501618,987271
"Cambrils","Demogràfic","Població assignada de 65 anys o més (n)",2602,3284,5886,631736,839322,1471058
"Cambrils","Demogràfic","Població assignada total (n)",16755,17520,34275,3771014,3882239,7653253
"Camprodon","Demogràfic","Població assignada de 0-14 anys (n)",257,264,521,563490,531360,1094850
"Camprodon","Demogràfic","Població assignada de 15-54 anys (n)",938,936,1874,2090135,2009939,4100074
"Camprodon","Demogràfic","Població assignada de 55-64 anys (n)",310,298,608,485653,501618,987271
"Camprodon","Demogràfic","Població assignada de 65 anys o més (n)",523,602,1125,631736,839322,1471058
"Camprodon","Demogràfic","Població assignada total (n)",2028,2100,4128,3771014,3882239,7653253
"Canet de Mar","Demogràfic","Població assignada de 0-14 anys (n)",1660,1580,3240,563490,531360,1094850
"Canet de Mar","Demogràfic","Població assignada de 15-54 anys (n)",5990,5768,11758,2090135,2009939,4100074
"Canet de Mar","Demogràfic","Població assignada de 55-64 anys (n)",1564,1527,3091,485653,501618,987271
"Canet de Mar","Demogràfic","Població assignada de 65 anys o més (n)",2176,2795,4971,631736,839322,1471058
"Canet de Mar","Demogràfic","Població assignada total (n)",11390,11670,23060,3771014,3882239,7653253
"Capellades","Demogràfic","Població assignada de 0-14 anys (n)",806,753,1559,563490,531360,1094850
"Capellades","Demogràfic","Població assignada de 15-54 anys (n)",2891,2667,5558,2090135,2009939,4100074
"Capellades","Demogràfic","Població assignada de 55-64 anys (n)",755,702,1457,485653,501618,987271
"Capellades","Demogràfic","Població assignada de 65 anys o més (n)",973,1192,2165,631736,839322,1471058
"Capellades","Demogràfic","Població assignada total (n)",5425,5314,10739,3771014,3882239,7653253
"Cardedeu","Demogràfic","Població assignada de 0-14 anys (n)",1898,1826,3724,563490,531360,1094850
"Cardedeu","Demogràfic","Població assignada de 15-54 anys (n)",6100,6020,12120,2090135,2009939,4100074
"Cardedeu","Demogràfic","Població assignada de 55-64 anys (n)",1372,1441,2813,485653,501618,987271
"Cardedeu","Demogràfic","Població assignada de 65 anys o més (n)",1729,2172,3901,631736,839322,1471058
"Cardedeu","Demogràfic","Població assignada total (n)",11099,11459,22558,3771014,3882239,7653253
"Cardona","Demogràfic","Població assignada de 0-14 anys (n)",335,327,662,563490,531360,1094850
"Cardona","Demogràfic","Població assignada de 15-54 anys (n)",1119,1048,2167,2090135,2009939,4100074
"Cardona","Demogràfic","Població assignada de 55-64 anys (n)",386,378,764,485653,501618,987271
"Cardona","Demogràfic","Població assignada de 65 anys o més (n)",610,780,1390,631736,839322,1471058
"Cardona","Demogràfic","Població assignada total (n)",2450,2533,4983,3771014,3882239,7653253
"Cassà de la Selva","Demogràfic","Població assignada de 0-14 anys (n)",2725,2650,5375,563490,531360,1094850
"Cassà de la Selva","Demogràfic","Població assignada de 15-54 anys (n)",9068,8329,17397,2090135,2009939,4100074
"Cassà de la Selva","Demogràfic","Població assignada de 55-64 anys (n)",2111,2028,4139,485653,501618,987271
"Cassà de la Selva","Demogràfic","Població assignada de 65 anys o més (n)",2540,3088,5628,631736,839322,1471058
"Cassà de la Selva","Demogràfic","Població assignada total (n)",16444,16095,32539,3771014,3882239,7653253
"Castellar del Vallès","Demogràfic","Població assignada de 0-14 anys (n)",2066,1844,3910,563490,531360,1094850
"Castellar del Vallès","Demogràfic","Població assignada de 15-54 anys (n)",7043,6902,13945,2090135,2009939,4100074
"Castellar del Vallès","Demogràfic","Població assignada de 55-64 anys (n)",1768,1848,3616,485653,501618,987271
"Castellar del Vallès","Demogràfic","Població assignada de 65 anys o més (n)",2128,2677,4805,631736,839322,1471058
"Castellar del Vallès","Demogràfic","Població assignada total (n)",13005,13271,26276,3771014,3882239,7653253
"Castellbisbal","Demogràfic","Població assignada de 0-14 anys (n)",942,888,1830,563490,531360,1094850
"Castellbisbal","Demogràfic","Població assignada de 15-54 anys (n)",3165,3025,6190,2090135,2009939,4100074
"Castellbisbal","Demogràfic","Població assignada de 55-64 anys (n)",758,727,1485,485653,501618,987271
"Castellbisbal","Demogràfic","Població assignada de 65 anys o més (n)",678,777,1455,631736,839322,1471058
"Castellbisbal","Demogràfic","Població assignada total (n)",5543,5417,10960,3771014,3882239,7653253
"Castelldefels 01 - El Castell","Demogràfic","Població assignada de 0-14 anys (n)",2388,2265,4653,563490,531360,1094850
"Castelldefels 01 - El Castell","Demogràfic","Població assignada de 15-54 anys (n)",9421,9304,18725,2090135,2009939,4100074
"Castelldefels 01 - El Castell","Demogràfic","Població assignada de 55-64 anys (n)",2124,2309,4433,485653,501618,987271
"Castelldefels 01 - El Castell","Demogràfic","Població assignada de 65 anys o més (n)",2309,3289,5598,631736,839322,1471058
"Castelldefels 01 - El Castell","Demogràfic","Població assignada total (n)",16242,17167,33409,3771014,3882239,7653253
"Castelldefels 02 - Can Bou","Demogràfic","Població assignada de 0-14 anys (n)",2991,2757,5748,563490,531360,1094850
"Castelldefels 02 - Can Bou","Demogràfic","Població assignada de 15-54 anys (n)",9471,9883,19354,2090135,2009939,4100074
"Castelldefels 02 - Can Bou","Demogràfic","Població assignada de 55-64 anys (n)",2179,2041,4220,485653,501618,987271
"Castelldefels 02 - Can Bou","Demogràfic","Població assignada de 65 anys o més (n)",2127,2766,4893,631736,839322,1471058
"Castelldefels 02 - Can Bou","Demogràfic","Població assignada total (n)",16768,17447,34215,3771014,3882239,7653253
"Celrà","Demogràfic","Població assignada de 0-14 anys (n)",899,877,1776,563490,531360,1094850
"Celrà","Demogràfic","Població assignada de 15-54 anys (n)",2863,2658,5521,2090135,2009939,4100074
"Celrà","Demogràfic","Població assignada de 55-64 anys (n)",617,594,1211,485653,501618,987271
"Celrà","Demogràfic","Població assignada de 65 anys o més (n)",660,795,1455,631736,839322,1471058
"Celrà","Demogràfic","Població assignada total (n)",5039,4924,9963,3771014,3882239,7653253
"Centelles","Demogràfic","Població assignada de 0-14 anys (n)",1038,974,2012,563490,531360,1094850
"Centelles","Demogràfic","Població assignada de 15-54 anys (n)",3702,3526,7228,2090135,2009939,4100074
"Centelles","Demogràfic","Població assignada de 55-64 anys (n)",936,917,1853,485653,501618,987271
"Centelles","Demogràfic","Població assignada de 65 anys o més (n)",1076,1419,2495,631736,839322,1471058
"Centelles","Demogràfic","Població assignada total (n)",6752,6836,13588,3771014,3882239,7653253
"Cerdanya","Demogràfic","Població assignada de 0-14 anys (n)",1196,1169,2365,563490,531360,1094850
"Cerdanya","Demogràfic","Població assignada de 15-54 anys (n)",4940,4620,9560,2090135,2009939,4100074
"Cerdanya","Demogràfic","Població assignada de 55-64 anys (n)",1201,1087,2288,485653,501618,987271
"Cerdanya","Demogràfic","Població assignada de 65 anys o més (n)",1373,1583,2956,631736,839322,1471058
"Cerdanya","Demogràfic","Població assignada total (n)",8710,8459,17169,3771014,3882239,7653253
"Cerdanyola - Ripollet - La Farigola","Demogràfic","Població assignada de 0-14 anys (n)",30,21,51,563490,531360,1094850
"Cerdanyola - Ripollet - La Farigola","Demogràfic","Població assignada de 15-54 anys (n)",3362,3233,6595,2090135,2009939,4100074
"Cerdanyola - Ripollet - La Farigola","Demogràfic","Població assignada de 55-64 anys (n)",665,675,1340,485653,501618,987271
"Cerdanyola - Ripollet - La Farigola","Demogràfic","Població assignada de 65 anys o més (n)",868,1130,1998,631736,839322,1471058
"Cerdanyola - Ripollet - La Farigola","Demogràfic","Població assignada total (n)",4925,5059,9984,3771014,3882239,7653253
"Cerdanyola del Vallès 01 - Serraparera","Demogràfic","Població assignada de 0-14 anys (n)",1693,1571,3264,563490,531360,1094850
"Cerdanyola del Vallès 01 - Serraparera","Demogràfic","Població assignada de 15-54 anys (n)",6467,6132,12599,2090135,2009939,4100074
"Cerdanyola del Vallès 01 - Serraparera","Demogràfic","Població assignada de 55-64 anys (n)",1621,1806,3427,485653,501618,987271
"Cerdanyola del Vallès 01 - Serraparera","Demogràfic","Població assignada de 65 anys o més (n)",2290,2882,5172,631736,839322,1471058
"Cerdanyola del Vallès 01 - Serraparera","Demogràfic","Població assignada total (n)",12071,12391,24462,3771014,3882239,7653253
"Cerdanyola del Vallès 02 - Canaletes - Fontetes","Demogràfic","Població assignada de 0-14 anys (n)",2113,1929,4042,563490,531360,1094850
"Cerdanyola del Vallès 02 - Canaletes - Fontetes","Demogràfic","Població assignada de 15-54 anys (n)",6582,6548,13130,2090135,2009939,4100074
"Cerdanyola del Vallès 02 - Canaletes - Fontetes","Demogràfic","Població assignada de 55-64 anys (n)",1714,1742,3456,485653,501618,987271
"Cerdanyola del Vallès 02 - Canaletes - Fontetes","Demogràfic","Població assignada de 65 anys o més (n)",2195,2832,5027,631736,839322,1471058
"Cerdanyola del Vallès 02 - Canaletes - Fontetes","Demogràfic","Població assignada total (n)",12604,13051,25655,3771014,3882239,7653253
"Cervera","Demogràfic","Població assignada de 0-14 anys (n)",1696,1590,3286,563490,531360,1094850
"Cervera","Demogràfic","Població assignada de 15-54 anys (n)",6237,5137,11374,2090135,2009939,4100074
"Cervera","Demogràfic","Població assignada de 55-64 anys (n)",1435,1137,2572,485653,501618,987271
"Cervera","Demogràfic","Població assignada de 65 anys o més (n)",1589,1958,3547,631736,839322,1471058
"Cervera","Demogràfic","Població assignada total (n)",10957,9822,20779,3771014,3882239,7653253
"Constantí","Demogràfic","Població assignada de 0-14 anys (n)",688,657,1345,563490,531360,1094850
"Constantí","Demogràfic","Població assignada de 15-54 anys (n)",1979,1849,3828,2090135,2009939,4100074
"Constantí","Demogràfic","Població assignada de 55-64 anys (n)",415,361,776,485653,501618,987271
"Constantí","Demogràfic","Població assignada de 65 anys o més (n)",447,522,969,631736,839322,1471058
"Constantí","Demogràfic","Població assignada total (n)",3529,3389,6918,3771014,3882239,7653253
"Corbera de Llobregat","Demogràfic","Població assignada de 0-14 anys (n)",1363,1301,2664,563490,531360,1094850
"Corbera de Llobregat","Demogràfic","Població assignada de 15-54 anys (n)",4797,4703,9500,2090135,2009939,4100074
"Corbera de Llobregat","Demogràfic","Població assignada de 55-64 anys (n)",1300,1211,2511,485653,501618,987271
"Corbera de Llobregat","Demogràfic","Població assignada de 65 anys o més (n)",1299,1605,2904,631736,839322,1471058
"Corbera de Llobregat","Demogràfic","Població assignada total (n)",8759,8820,17579,3771014,3882239,7653253
"Cornellà de Llobregat 01 - Martí Julià","Demogràfic","Població assignada de 0-14 anys (n)",2187,2059,4246,563490,531360,1094850
"Cornellà de Llobregat 01 - Martí Julià","Demogràfic","Població assignada de 15-54 anys (n)",8193,8100,16293,2090135,2009939,4100074
"Cornellà de Llobregat 01 - Martí Julià","Demogràfic","Població assignada de 55-64 anys (n)",2034,2026,4060,485653,501618,987271
"Cornellà de Llobregat 01 - Martí Julià","Demogràfic","Població assignada de 65 anys o més (n)",2285,3150,5435,631736,839322,1471058
"Cornellà de Llobregat 01 - Martí Julià","Demogràfic","Població assignada total (n)",14699,15335,30034,3771014,3882239,7653253
"Cornellà de Llobregat 02 - Sant Ildefons","Demogràfic","Població assignada de 0-14 anys (n)",2040,1979,4019,563490,531360,1094850
"Cornellà de Llobregat 02 - Sant Ildefons","Demogràfic","Població assignada de 15-54 anys (n)",7785,7307,15092,2090135,2009939,4100074
"Cornellà de Llobregat 02 - Sant Ildefons","Demogràfic","Població assignada de 55-64 anys (n)",1632,1707,3339,485653,501618,987271
"Cornellà de Llobregat 02 - Sant Ildefons","Demogràfic","Població assignada de 65 anys o més (n)",2220,3137,5357,631736,839322,1471058
"Cornellà de Llobregat 02 - Sant Ildefons","Demogràfic","Població assignada total (n)",13677,14130,27807,3771014,3882239,7653253
"Cornellà de Llobregat 03 - Gavarra","Demogràfic","Població assignada de 0-14 anys (n)",844,856,1700,563490,531360,1094850
"Cornellà de Llobregat 03 - Gavarra","Demogràfic","Població assignada de 15-54 anys (n)",3416,3403,6819,2090135,2009939,4100074
"Cornellà de Llobregat 03 - Gavarra","Demogràfic","Població assignada de 55-64 anys (n)",740,844,1584,485653,501618,987271
"Cornellà de Llobregat 03 - Gavarra","Demogràfic","Població assignada de 65 anys o més (n)",1531,2121,3652,631736,839322,1471058
"Cornellà de Llobregat 03 - Gavarra","Demogràfic","Població assignada total (n)",6531,7224,13755,3771014,3882239,7653253
"Cornellà de Llobregat 04 - Jaume Soler","Demogràfic","Població assignada de 0-14 anys (n)",1138,1108,2246,563490,531360,1094850
"Cornellà de Llobregat 04 - Jaume Soler","Demogràfic","Població assignada de 15-54 anys (n)",4396,4398,8794,2090135,2009939,4100074
"Cornellà de Llobregat 04 - Jaume Soler","Demogràfic","Població assignada de 55-64 anys (n)",1049,1121,2170,485653,501618,987271
"Cornellà de Llobregat 04 - Jaume Soler","Demogràfic","Població assignada de 65 anys o més (n)",1369,1967,3336,631736,839322,1471058
"Cornellà de Llobregat 04 - Jaume Soler","Demogràfic","Població assignada total (n)",7952,8594,16546,3771014,3882239,7653253
"Cornudella de Montsant","Demogràfic","Població assignada de 0-14 anys (n)",131,119,250,563490,531360,1094850
"Cornudella de Montsant","Demogràfic","Població assignada de 15-54 anys (n)",611,483,1094,2090135,2009939,4100074
"Cornudella de Montsant","Demogràfic","Població assignada de 55-64 anys (n)",177,140,317,485653,501618,987271
"Cornudella de Montsant","Demogràfic","Població assignada de 65 anys o més (n)",282,309,591,631736,839322,1471058
"Cornudella de Montsant","Demogràfic","Població assignada total (n)",1201,1051,2252,3771014,3882239,7653253
"Cubelles - Cunit","Demogràfic","Població assignada de 0-14 anys (n)",2462,2357,4819,563490,531360,1094850
"Cubelles - Cunit","Demogràfic","Població assignada de 15-54 anys (n)",7801,7653,15454,2090135,2009939,4100074
"Cubelles - Cunit","Demogràfic","Població assignada de 55-64 anys (n)",1705,1771,3476,485653,501618,987271
"Cubelles - Cunit","Demogràfic","Població assignada de 65 anys o més (n)",2591,3163,5754,631736,839322,1471058
"Cubelles - Cunit","Demogràfic","Població assignada total (n)",14559,14944,29503,3771014,3882239,7653253
"Deltebre","Demogràfic","Població assignada de 0-14 anys (n)",988,985,1973,563490,531360,1094850
"Deltebre","Demogràfic","Població assignada de 15-54 anys (n)",3900,3533,7433,2090135,2009939,4100074
"Deltebre","Demogràfic","Població assignada de 55-64 anys (n)",1038,1021,2059,485653,501618,987271
"Deltebre","Demogràfic","Població assignada de 65 anys o més (n)",1594,1886,3480,631736,839322,1471058
"Deltebre","Demogràfic","Població assignada total (n)",7520,7425,14945,3771014,3882239,7653253
"El Masnou - Alella","Demogràfic","Població assignada de 0-14 anys (n)",2852,2597,5449,563490,531360,1094850
"El Masnou - Alella","Demogràfic","Població assignada de 15-54 anys (n)",6114,6188,12302,2090135,2009939,4100074
"El Masnou - Alella","Demogràfic","Població assignada de 55-64 anys (n)",1568,1738,3306,485653,501618,987271
"El Masnou - Alella","Demogràfic","Població assignada de 65 anys o més (n)",2293,2940,5233,631736,839322,1471058
"El Masnou - Alella","Demogràfic","Població assignada total (n)",12827,13463,26290,3771014,3882239,7653253
