"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"L'Hospitalet de Llobregat 05 - Santa Eulàlia Nord","Demogràfic","Població assignada de 65 anys o més (n)",1878,2479,4357,631736,839322,1471058
"L'Hospitalet de Llobregat 05 - Santa Eulàlia Nord","Demogràfic","Població assignada total (n)",9455,10099,19554,3771014,3882239,7653253
"L'Hospitalet de Llobregat 06 - Santa Eulàlia Sud","Demogràfic","Població assignada de 0-14 anys (n)",1960,1796,3756,563490,531360,1094850
"L'Hospitalet de Llobregat 06 - Santa Eulàlia Sud","Demogràfic","Població assignada de 15-54 anys (n)",6987,6743,13730,2090135,2009939,4100074
"L'Hospitalet de Llobregat 06 - Santa Eulàlia Sud","Demogràfic","Població assignada de 55-64 anys (n)",1370,1528,2898,485653,501618,987271
"L'Hospitalet de Llobregat 06 - Santa Eulàlia Sud","Demogràfic","Població assignada de 65 anys o més (n)",2061,2649,4710,631736,839322,1471058
"L'Hospitalet de Llobregat 06 - Santa Eulàlia Sud","Demogràfic","Població assignada total (n)",12378,12716,25094,3771014,3882239,7653253
"L'Hospitalet de Llobregat 07 - La Florida Nord","Demogràfic","Població assignada de 0-14 anys (n)",563,522,1085,563490,531360,1094850
"L'Hospitalet de Llobregat 07 - La Florida Nord","Demogràfic","Població assignada de 15-54 anys (n)",6864,6624,13488,2090135,2009939,4100074
"L'Hospitalet de Llobregat 07 - La Florida Nord","Demogràfic","Població assignada de 55-64 anys (n)",1312,1409,2721,485653,501618,987271
"L'Hospitalet de Llobregat 07 - La Florida Nord","Demogràfic","Població assignada de 65 anys o més (n)",1496,2208,3704,631736,839322,1471058
"L'Hospitalet de Llobregat 07 - La Florida Nord","Demogràfic","Població assignada total (n)",10235,10763,20998,3771014,3882239,7653253
"L'Hospitalet de Llobregat 08 - La Florida Sud","Demogràfic","Població assignada de 0-14 anys (n)",2732,2637,5369,563490,531360,1094850
"L'Hospitalet de Llobregat 08 - La Florida Sud","Demogràfic","Població assignada de 15-54 anys (n)",6707,6356,13063,2090135,2009939,4100074
"L'Hospitalet de Llobregat 08 - La Florida Sud","Demogràfic","Població assignada de 55-64 anys (n)",1254,1376,2630,485653,501618,987271
"L'Hospitalet de Llobregat 08 - La Florida Sud","Demogràfic","Població assignada de 65 anys o més (n)",1757,2403,4160,631736,839322,1471058
"L'Hospitalet de Llobregat 08 - La Florida Sud","Demogràfic","Població assignada total (n)",12450,12772,25222,3771014,3882239,7653253
"L'Hospitalet de Llobregat 09 - Pubilla Cases","Demogràfic","Població assignada de 0-14 anys (n)",2233,2077,4310,563490,531360,1094850
"L'Hospitalet de Llobregat 09 - Pubilla Cases","Demogràfic","Població assignada de 15-54 anys (n)",8794,8590,17384,2090135,2009939,4100074
"L'Hospitalet de Llobregat 09 - Pubilla Cases","Demogràfic","Població assignada de 55-64 anys (n)",1634,1831,3465,485653,501618,987271
"L'Hospitalet de Llobregat 09 - Pubilla Cases","Demogràfic","Població assignada de 65 anys o més (n)",1941,2905,4846,631736,839322,1471058
"L'Hospitalet de Llobregat 09 - Pubilla Cases","Demogràfic","Població assignada total (n)",14602,15403,30005,3771014,3882239,7653253
"L'Hospitalet de Llobregat 10 - Can Serra","Demogràfic","Població assignada de 0-14 anys (n)",541,549,1090,563490,531360,1094850
"L'Hospitalet de Llobregat 10 - Can Serra","Demogràfic","Població assignada de 15-54 anys (n)",2597,2389,4986,2090135,2009939,4100074
"L'Hospitalet de Llobregat 10 - Can Serra","Demogràfic","Població assignada de 55-64 anys (n)",597,620,1217,485653,501618,987271
"L'Hospitalet de Llobregat 10 - Can Serra","Demogràfic","Població assignada de 65 anys o més (n)",1253,1702,2955,631736,839322,1471058
"L'Hospitalet de Llobregat 10 - Can Serra","Demogràfic","Població assignada total (n)",4988,5260,10248,3771014,3882239,7653253
"L'Hospitalet de Llobregat 11 - El Gornal","Demogràfic","Població assignada de 0-14 anys (n)",553,478,1031,563490,531360,1094850
"L'Hospitalet de Llobregat 11 - El Gornal","Demogràfic","Població assignada de 15-54 anys (n)",2043,1859,3902,2090135,2009939,4100074
"L'Hospitalet de Llobregat 11 - El Gornal","Demogràfic","Població assignada de 55-64 anys (n)",436,475,911,485653,501618,987271
"L'Hospitalet de Llobregat 11 - El Gornal","Demogràfic","Població assignada de 65 anys o més (n)",581,825,1406,631736,839322,1471058
"L'Hospitalet de Llobregat 11 - El Gornal","Demogràfic","Població assignada total (n)",3613,3637,7250,3771014,3882239,7653253
"L'Hospitalet de Llobregat 12 - Bellvitge","Demogràfic","Població assignada de 0-14 anys (n)",1567,1444,3011,563490,531360,1094850
"L'Hospitalet de Llobregat 12 - Bellvitge","Demogràfic","Població assignada de 15-54 anys (n)",6475,6055,12530,2090135,2009939,4100074
"L'Hospitalet de Llobregat 12 - Bellvitge","Demogràfic","Població assignada de 55-64 anys (n)",1372,1456,2828,485653,501618,987271
"L'Hospitalet de Llobregat 12 - Bellvitge","Demogràfic","Població assignada de 65 anys o més (n)",2902,3977,6879,631736,839322,1471058
"L'Hospitalet de Llobregat 12 - Bellvitge","Demogràfic","Població assignada total (n)",12316,12932,25248,3771014,3882239,7653253
"Llançà","Demogràfic","Població assignada de 0-14 anys (n)",402,385,787,563490,531360,1094850
"Llançà","Demogràfic","Població assignada de 15-54 anys (n)",1660,1628,3288,2090135,2009939,4100074
"Llançà","Demogràfic","Població assignada de 55-64 anys (n)",507,500,1007,485653,501618,987271
"Llançà","Demogràfic","Població assignada de 65 anys o més (n)",733,948,1681,631736,839322,1471058
"Llançà","Demogràfic","Població assignada total (n)",3302,3461,6763,3771014,3882239,7653253
"Lleida 01 - Centre Històric - Rambla de Ferran - Estació","Demogràfic","Població assignada de 0-14 anys (n)",1206,1138,2344,563490,531360,1094850
"Lleida 01 - Centre Històric - Rambla de Ferran - Estació","Demogràfic","Població assignada de 15-54 anys (n)",6229,4950,11179,2090135,2009939,4100074
"Lleida 01 - Centre Històric - Rambla de Ferran - Estació","Demogràfic","Població assignada de 55-64 anys (n)",1285,1128,2413,485653,501618,987271
"Lleida 01 - Centre Històric - Rambla de Ferran - Estació","Demogràfic","Població assignada de 65 anys o més (n)",1119,1549,2668,631736,839322,1471058
"Lleida 01 - Centre Històric - Rambla de Ferran - Estació","Demogràfic","Població assignada total (n)",9839,8765,18604,3771014,3882239,7653253
"Lleida 02 - Primer de Maig","Demogràfic","Població assignada de 0-14 anys (n)",1840,1715,3555,563490,531360,1094850
"Lleida 02 - Primer de Maig","Demogràfic","Població assignada de 15-54 anys (n)",6565,5986,12551,2090135,2009939,4100074
"Lleida 02 - Primer de Maig","Demogràfic","Població assignada de 55-64 anys (n)",1642,1775,3417,485653,501618,987271
"Lleida 02 - Primer de Maig","Demogràfic","Població assignada de 65 anys o més (n)",2160,3077,5237,631736,839322,1471058
"Lleida 02 - Primer de Maig","Demogràfic","Població assignada total (n)",12207,12553,24760,3771014,3882239,7653253
"Lleida 03 - Eixample","Demogràfic","Població assignada de 0-14 anys (n)",1481,1503,2984,563490,531360,1094850
"Lleida 03 - Eixample","Demogràfic","Població assignada de 15-54 anys (n)",5909,5664,11573,2090135,2009939,4100074
"Lleida 03 - Eixample","Demogràfic","Població assignada de 55-64 anys (n)",1510,1680,3190,485653,501618,987271
"Lleida 03 - Eixample","Demogràfic","Població assignada de 65 anys o més (n)",2033,2794,4827,631736,839322,1471058
"Lleida 03 - Eixample","Demogràfic","Població assignada total (n)",10933,11641,22574,3771014,3882239,7653253
"Lleida 04 - Balàfia - Pardinyes - Lo Secà de Sant Pere","Demogràfic","Població assignada de 0-14 anys (n)",2054,1956,4010,563490,531360,1094850
"Lleida 04 - Balàfia - Pardinyes - Lo Secà de Sant Pere","Demogràfic","Població assignada de 15-54 anys (n)",7171,7042,14213,2090135,2009939,4100074
"Lleida 04 - Balàfia - Pardinyes - Lo Secà de Sant Pere","Demogràfic","Població assignada de 55-64 anys (n)",1811,1765,3576,485653,501618,987271
"Lleida 04 - Balàfia - Pardinyes - Lo Secà de Sant Pere","Demogràfic","Població assignada de 65 anys o més (n)",1651,2330,3981,631736,839322,1471058
"Lleida 04 - Balàfia - Pardinyes - Lo Secà de Sant Pere","Demogràfic","Població assignada total (n)",12687,13093,25780,3771014,3882239,7653253
"Lleida 05 - Cappont","Demogràfic","Població assignada de 0-14 anys (n)",1356,1356,2712,563490,531360,1094850
"Lleida 05 - Cappont","Demogràfic","Població assignada de 15-54 anys (n)",4671,4346,9017,2090135,2009939,4100074
"Lleida 05 - Cappont","Demogràfic","Població assignada de 55-64 anys (n)",1025,986,2011,485653,501618,987271
"Lleida 05 - Cappont","Demogràfic","Població assignada de 65 anys o més (n)",1041,1407,2448,631736,839322,1471058
"Lleida 05 - Cappont","Demogràfic","Població assignada total (n)",8093,8095,16188,3771014,3882239,7653253
"Lleida 06 - La Bordeta - Els Magraners","Demogràfic","Població assignada de 0-14 anys (n)",1432,1210,2642,563490,531360,1094850
"Lleida 06 - La Bordeta - Els Magraners","Demogràfic","Població assignada de 15-54 anys (n)",4642,4330,8972,2090135,2009939,4100074
"Lleida 06 - La Bordeta - Els Magraners","Demogràfic","Població assignada de 55-64 anys (n)",1094,1058,2152,485653,501618,987271
"Lleida 06 - La Bordeta - Els Magraners","Demogràfic","Població assignada de 65 anys o més (n)",1096,1371,2467,631736,839322,1471058
"Lleida 06 - La Bordeta - Els Magraners","Demogràfic","Població assignada total (n)",8264,7969,16233,3771014,3882239,7653253
"Lleida 07 - Onze de Setembre","Demogràfic","Població assignada de 0-14 anys (n)",1944,1843,3787,563490,531360,1094850
"Lleida 07 - Onze de Setembre","Demogràfic","Població assignada de 15-54 anys (n)",5067,4531,9598,2090135,2009939,4100074
"Lleida 07 - Onze de Setembre","Demogràfic","Població assignada de 55-64 anys (n)",1129,1166,2295,485653,501618,987271
"Lleida 07 - Onze de Setembre","Demogràfic","Població assignada de 65 anys o més (n)",1438,1880,3318,631736,839322,1471058
"Lleida 07 - Onze de Setembre","Demogràfic","Població assignada total (n)",9578,9420,18998,3771014,3882239,7653253
"Lleida Rural 01 - Nord","Demogràfic","Població assignada de 0-14 anys (n)",1161,1175,2336,563490,531360,1094850
"Lleida Rural 01 - Nord","Demogràfic","Població assignada de 15-54 anys (n)",6398,5319,11717,2090135,2009939,4100074
"Lleida Rural 01 - Nord","Demogràfic","Població assignada de 55-64 anys (n)",1485,1312,2797,485653,501618,987271
"Lleida Rural 01 - Nord","Demogràfic","Població assignada de 65 anys o més (n)",1716,2184,3900,631736,839322,1471058
"Lleida Rural 01 - Nord","Demogràfic","Població assignada total (n)",10760,9990,20750,3771014,3882239,7653253
"Lleida Rural 02 - Sud","Demogràfic","Població assignada de 0-14 anys (n)",503,461,964,563490,531360,1094850
"Lleida Rural 02 - Sud","Demogràfic","Població assignada de 15-54 anys (n)",2003,1703,3706,2090135,2009939,4100074
"Lleida Rural 02 - Sud","Demogràfic","Població assignada de 55-64 anys (n)",565,486,1051,485653,501618,987271
"Lleida Rural 02 - Sud","Demogràfic","Població assignada de 65 anys o més (n)",708,815,1523,631736,839322,1471058
